Number,Latency (µs)
216,78382
217,78382
218,78385
219,78392
220,78392
221,78396
222,78396
223,78396
224,78404
225,78406
226,78409
227,78410
228,78411
229,78414
230,78415
231,78416
232,78417
233,78421
234,78421
235,78425
236,78430
237,78435
238,78435
239,78447
240,78450
241,78459
242,78459
243,78465
244,78482
245,78495
246,78511
247,78520
248,78563
249,78587
250,78608
251,78612
252,78629
253,78837
254,78848
255,78939
256,79057
257,79139
258,79271
259,79349
260,79373
261,79379
262,79389
263,79639
264,92939
265,96921
266,98372
267,98377
268,98383
269,98387
270,98392
271,98393
272,98397
273,98402
274,98407
275,98413
276,98417
277,98421
278,98423
279,98428
280,98434
281,98439
282,98447
283,98454
284,98459
285,98465
286,98474
287,98479
288,98486
289,98795
290,98807
291,99088
292,99251
293,99264
294,99269
295,99274
296,99292
297,99297
298,99297
299,99305
300,99312
301,99316
302,99326
303,99330
304,99344
305,99348
306,99352
307,99362
308,99373
309,99378
310,99383
311,99394
312,99399
313,99416
314,99424
315,99429
316,99435
317,99443
318,99446
319,99450
320,99469
321,99498
322,99538
323,99542
324,99552
325,99556
326,99560
327,99568
328,99573
329,99578
330,99587
331,99596
332,99600
333,99613
334,99616
335,102003
336,102763
337,102777
338,102791
339,102812
340,102830
341,102835
342,102846
343,102851
344,102858
345,102865
346,102872
347,102877
348,102914
349,102917
350,102933
351,102950
352,102962
353,102966
354,102989
355,102994
356,103004
357,103008
358,103008
359,103011
360,103015
361,103025
362,103040
363,103046
364,103058
365,103065
366,103088
367,108055
368,111103
369,111739
370,111745
371,111750
372,111758
373,111767
374,111772
375,111777
376,111790
377,111794
378,111800
379,111805
380,111817
381,111822
382,111838
383,111845
384,111850
385,111859
386,111865
387,111875
388,111880
389,111894
390,111899
391,111904
392,111909
393,111916
394,111920
395,111926
396,111939
397,111946
398,111951
399,111971
400,115926
401,116440
402,116512
403,117808
404,117814
405,118047
406,118075
407,118240
408,118254
409,118268
410,118278
411,118293
412,118299
413,118325
414,118329
415,118335
416,118374
417,118384
418,118407
419,118442
420,118451
421,118471
422,118515
423,118542
424,118546
425,118555
426,118785
427,118806
428,118865
429,118888
430,119070
431,119144
432,119282
433,119307
434,119318
435,119331
436,119344
437,120917
438,120986
439,120994
440,121011
441,121017
442,121026
443,121037
444,121058
445,121088
446,121103
447,121109
448,123160
449,123593
450,123599
451,123611
452,123617
453,123623
454,123643
455,123649
456,123656
457,123667
458,123672
459,123677
460,123686
461,123691
462,123696
463,123710
464,123712
465,123720
466,123732
467,123739
468,123751
469,123758
470,123764
471,123771
472,123785
473,123794
474,123801
475,123812
476,123817
477,123823
478,123829
479,123854
480,123858
481,123909
482,123919
483,123925
484,123936
485,123941
486,123946
487,123955
488,123962
489,123971
490,123978
491,123987
492,124002
493,124006
494,124012
495,124020
496,124025
497,124031
498,124040
499,124046
500,124057
501,124063
502,124068
503,124086
504,124098
505,124116
506,124122
507,124134
508,124154
509,124170
510,124180
511,124188
512,124193
513,124204
514,124209
515,124217
516,124226
517,124235
518,124253
519,124268
520,124275
521,124288
522,124306
523,124328
524,124331
525,124339
526,124340
527,124345
528,124352
529,124366
530,124370
531,124376
532,124387
533,124403
534,124410
535,124423
536,124432
537,124771
538,124775
539,124784
540,124788
541,124798
542,124804
543,124808
544,124819
545,124833
546,126605
547,129481
548,129487
549,129522
550,129527
551,129540
552,129543
553,129547
554,129553
555,130348
556,132779
557,132788
558,132806
559,132811
560,132817
561,132822
562,132827
563,134533
564,134538
565,134542
566,134555
567,134560
568,134605
569,134613
570,134617
571,134628
572,134642
573,134649
574,134654
575,134663
576,134667
577,134673
578,134687
579,134695
580,134700
581,134717
582,134723
583,136024
584,136034
585,136039
586,136044
587,136053
588,136058
589,136071
590,136076
591,136095
592,136121
593,136127
594,136152
595,136158
596,136166
597,136177
598,136188
599,138307
600,138316
601,139241
602,139245
603,139250
604,139254
605,139260
606,139265
607,139270
608,139275
609,139279
610,139284
611,139289
612,139295
613,139300
614,139305
615,139313
616,139319
617,139327
618,140919
619,140931
620,140941
621,141085
622,142128
623,142667
624,142685
625,142981
626,142989
627,142989
628,142991
629,142993
630,142996
631,143005
632,143007
633,143008
634,143011
635,143013
636,143016
637,143019
638,143022
639,143023
640,143026
641,143028
642,143030
643,143032
644,143206
645,143308
646,143317
647,143331
648,143335
649,143336
650,143339
651,143719
652,143730
653,143746
654,143756
655,143775
656,143796
657,143808
658,143818
659,143828
660,143845
661,143987
662,144001
663,144484
664,144492
665,144549
666,144601
667,144630
668,144700
669,144703
670,144710
671,144714
672,144718
673,144724
674,144742
675,144808
676,145280
677,145358
678,145550
679,145565
680,145766
681,145908
682,146059
683,146160
684,146251
685,146326
686,146400
687,146402
688,146404
689,146406
690,146409
691,146413
692,146422
693,146424
694,146426
695,146432
696,146435
697,146437
698,146440
699,146441
700,146444
701,146449
702,146452
703,146454
704,146458
705,146461
706,146465
707,146469
708,146476
709,146478
710,146480
711,146483
712,146488
713,146493
714,146497
715,146502
716,146506
717,146507
718,146509
719,146511
720,146516
721,146519
722,146525
723,146541
724,146550
725,146927
726,146933
727,146936
728,146940
729,146944
730,146949
731,148382
732,148907
733,148916
734,148921
735,148934
736,148941
737,148945
738,148955
739,148959
740,148969
741,148977
742,148983
743,148999
744,149130
745,149142
746,149145
747,149153
748,149157
749,149161
750,149167
751,149174
752,149181
753,149185
754,149195
755,149198
756,149202
757,149209
758,149217
759,149220
760,149224
761,149234
762,149238
763,149249
764,149252
765,149264
766,149271
767,149274
768,149280
769,149284
770,149291
771,149294
772,149299
773,149306
774,149313
775,149318
776,149326
777,149330
778,149340
779,149340
780,149347
781,149354
782,149362
783,149366
784,149369
785,149379
786,149383
787,149390
788,149401
789,149407
790,149456
791,149461
792,149964
793,151048
794,151707
795,152384
796,152733
797,152741
798,152777
799,152862
800,152866
801,152879
802,152887
803,152895
804,152899
805,152904
806,152912
807,152913
808,152920
809,152925
810,152934
811,152939
812,152940
813,152945
814,152945
815,152951
816,152952
817,152956
818,152957
819,152960
820,152965
821,152965
822,152968
823,152979
824,152985
825,152986
826,152989
827,152993
828,152999
829,152999
830,153003
831,153004
832,153011
833,153012
834,153014
835,153016
836,153020
837,153026
838,153027
839,153032
840,153032
841,153039
842,153047
843,153047
844,153051
845,153053
846,153056
847,153057
848,153062
849,153065
850,153066
851,153096
852,153379
853,153387
854,153396
855,153401
856,153409
857,153413
858,154232
859,154233
860,154736
861,154745
862,154746
863,154748
864,154757
865,154771
866,154775
867,154782
868,154795
869,154800
870,154807
871,154814
872,154825
873,154829
874,154834
875,155006
876,155012
877,155022
878,155029
879,155035
880,155045
881,155056
882,155063
883,155070
884,155077
885,155085
886,155650
887,155662
888,155673
889,155679
890,155689
891,155696
892,155701
893,155702
894,155708
895,155709
896,155712
897,155716
898,155717
899,155723
900,155728
901,155731
902,155737
903,155738
904,155741
905,155741
906,155746
907,155748
908,155750
909,155753
910,155758
911,155760
912,155775
913,155780
914,155780
915,155782
916,155789
917,155793
918,155797
919,155803
920,155807
921,155811
922,155820
923,155827
924,155831
925,155835
926,155839
927,155842
928,155847
929,155855
930,155859
931,155867
932,155875
933,155879
934,155881
935,155888
936,155889
937,155898
938,155899
939,155900
940,155909
941,155910
942,155918
943,155921
944,155930
945,155931
946,155938
947,155942
948,155949
949,155959
950,155962
951,155965
952,155965
953,155974
954,155982
955,155986
956,155987
957,155991
958,155998
959,156019
960,156021
961,156024
962,156025
963,156028
964,156033
965,156034
966,156038
967,156039
968,156039
969,156048
970,156049
971,156050
972,156054
973,156056
974,156060
975,156065
976,156066
977,156071
978,156075
979,156078
980,156081
981,156083
982,156083
983,156087
984,156089
985,156096
986,156102
987,156106
988,156109
989,156114
990,156116
991,156116
992,156125
993,156139
994,156141
995,156146
996,156150
997,156152
998,156493
999,157337
1000,157383
1001,157392
1002,157402
1003,157439
1004,157448
1005,157449
1006,157455
1007,157459
1008,157466
1009,157471
1010,157559
1011,157620
1012,157804
1013,157813
1014,157818
1015,157825
1016,157835
1017,157876
1018,157879
1019,157885
1020,157889
1021,157892
1022,157900
1023,157904
1024,157906
1025,157919
1026,157920
1027,157925
1028,157935
1029,157942
1030,157946
1031,157956
1032,157963
1033,157971
1034,157981
1035,157998
1036,158128
1037,158129
1038,158132
1039,158138
1040,158145
1041,158147
1042,158149
1043,158152
1044,158154
1045,158159
1046,158163
1047,158167
1048,158172
1049,158178
1050,158182
1051,158190
1052,158193
1053,158195
1054,158199
1055,158204
1056,158206
1057,158207
1058,158211
1059,158215
1060,158220
1061,158223
1062,158227
1063,158230
1064,158233
1065,158237
1066,158240
1067,158244
1068,158245
1069,158249
1070,158250
1071,158261
1072,158261
1073,158265
1074,158271
1075,158279
1076,158281
1077,158284
1078,158285
1079,158291
1080,158292
1081,158293
1082,158294
1083,158294
1084,158294
1085,158296
1086,158301
1087,158304
1088,158307
1089,158309
1090,158315
1091,158317
1092,158321
1093,158325
1094,158325
1095,158326
1096,158327
1097,158331
1098,158333
1099,158336
1100,158338
1101,158340
1102,158341
1103,158343
1104,158344
1105,158344
1106,158349
1107,158350
1108,158351
1109,158353
1110,158354
1111,158359
1112,158361
1113,158362
1114,158363
1115,158365
1116,158367
1117,158368
1118,158372
1119,158373
1120,158375
1121,158375
1122,158380
1123,158387
1124,158392
1125,158404
1126,158408
1127,158416
1128,158429
1129,158435
1130,158489
1131,158495
1132,158503
1133,158506
1134,158544
1135,158549
1136,158554
1137,158567
1138,158568
1139,158573
1140,161801
1141,161809
1142,161827
1143,161834
1144,161840
1145,161846
1146,161854
1147,164419
1148,164421
1149,164427
1150,164435
1151,164450
1152,174312
1153,174557
1154,174563
1155,174569
1156,174574
1157,174579
1158,174584
1159,174589
1160,174594
1161,174600
1162,174606
1163,174611
1164,174618
1165,174623
1166,174629
1167,174635
1168,174643
1169,174649
1170,174653
1171,174660
1172,174667
1173,174673
1174,174683
1175,174990
1176,177178
1177,178106
1178,178396
1179,179132
1180,179137
1181,179181
1182,179186
1183,179190
1184,179199
1185,179212
1186,179217
1187,179221
1188,179229
1189,179229
1190,179233
1191,179243
1192,179255
1193,179257
1194,179272
1195,179277
1196,179497
1197,179501
1198,179502
1199,180578
1200,180582
1201,180591
1202,180591
1203,180599
1204,180604
1205,180615
1206,180619
1207,180624
1208,180663
1209,180666
1210,180684
1211,180693
1212,180699
1213,180711
1214,180713
1215,182440
1216,182517
1217,182535
1218,182541
1219,182551
1220,182556
1221,182561
1222,182577
1223,182618
1224,182627
1225,182639
1226,182650
1227,182657
1228,182663
1229,182672
1230,182707
1231,182735
1232,182741
1233,182756
1234,182771
1235,182792
1236,182814
1237,182985
1238,182985
1239,182990
1240,183001
1241,183010
1242,183015
1243,183030
1244,183042
1245,183047
1246,183345
1247,183351
1248,183362
1249,183367
1250,183384
1251,183391
1252,183397
1253,183402
1254,183412
1255,183417
1256,183422
1257,183429
1258,183433
1259,183448
1260,183457
1261,183466
1262,183477
1263,183482
1264,183487
1265,183500
1266,183505
1267,183511
1268,183524
1269,183532
1270,183537
1271,183543
1272,183552
1273,183557
1274,183561
1275,183574
1276,183598
1277,183640
1278,183644
1279,183648
1280,183652
1281,183653
1282,183657
1283,183659
1284,183662
1285,183672
1286,183681
1287,183684
1288,183697
1289,183702
1290,183706
1291,183713
1292,183717
1293,183723
1294,183730
1295,183739
1296,183745
1297,183749
1298,183755
1299,183776
1300,183787
1301,183799
1302,183804
1303,183821
1304,183841
1305,183846
1306,183857
1307,183862
1308,183866
1309,183875
1310,183882
1311,183888
1312,183899
1313,183906
1314,183928
1315,183935
1316,183944
1317,183955
1318,183979
1319,183994
1320,184002
1321,184012
1322,184018
1323,184023
1324,184036
1325,184040
1326,184044
1327,184053
1328,184063
1329,184075
1330,184088
1331,184093
1332,184797
1333,184803
1334,184809
1335,184816
1336,184822
1337,185099
1338,185104
1339,185118
1340,185123
1341,185130
1342,185142
1343,185147
1344,185153
1345,185158
1346,185163
1347,185169
1348,185175
1349,185185
1350,185191
1351,185197
1352,185203
1353,185213
1354,185219
1355,185233
1356,185239
1357,185245
1358,185257
1359,185264
1360,185282
1361,187925
1362,187932
1363,187937
1364,187944
1365,187953
1366,187961
1367,187966
1368,187978
1369,187983
1370,187989
1371,187994
1372,188006
1373,188011
1374,188025
1375,188033
1376,188039
1377,188046
1378,188051
1379,188053
1380,188058
1381,188062
1382,188064
1383,188067
1384,188069
1385,188074
1386,188076
1387,188086
1388,188086
1389,188094
1390,188100
1391,188118
1392,189567
1393,189581
1394,189589
1395,189600
1396,189616
1397,189627
1398,189635
1399,189641
1400,189649
1401,189663
1402,189668
1403,189679
1404,189682
1405,189692
1406,189701
1407,189713
1408,189723
1409,189756
1410,189765
1411,189775
1412,189779
1413,189787
1414,189795
1415,189801
1416,189810
1417,189820
1418,189822
1419,189826
1420,189836
1421,189847
1422,189857
1423,189865
1424,189871
1425,189872
1426,189884
1427,189892
1428,189902
1429,189911
1430,189919
1431,189925
1432,189935
1433,189956
1434,189969
1435,189977
1436,189981
1437,189982
1438,190360
1439,190430
1440,190434
1441,190440
1442,190445
1443,190454
1444,190461
1445,190466
1446,190469
1447,190479
1448,190487
1449,190492
1450,190499
1451,190504
1452,190514
1453,190520
1454,190524
1455,190531
1456,190537
1457,190545
1458,190556
1459,190557
1460,190560
1461,190560
1462,190563
1463,190563
1464,190577
1465,190580
1466,190580
1467,190587
1468,191455
1469,191460
1470,191461
1471,191466
1472,191471
1473,191474
1474,192291
1475,192298
1476,194193
1477,194224
1478,194269
1479,194400
1480,194417
1481,194426
1482,194442
1483,194447
1484,194476
1485,194479
1486,194484
1487,194503
1488,194532
1489,194555
1490,194590
1491,194602
1492,194621
1493,194663
1494,194678
1495,194690
1496,194698
1497,194699
1498,194702
1499,194707
1500,194707
1501,194721
1502,194727
1503,194733
1504,194736
1505,194742
1506,194751
1507,194815
1508,194932
1509,194974
1510,195038
1511,195155
1512,195307
1513,195314
1514,195328
1515,195334
1516,195339
1517,195349
1518,195355
1519,195361
1520,195368
1521,195375
1522,195380
1523,195394
1524,195397
1525,195403
1526,195409
1527,195415
1528,195435
1529,195471
1530,195481
1531,195494
1532,195506
1533,195585
1534,196112
1535,196115
1536,196119
1537,196129
1538,196134
1539,196142
1540,196147
1541,196148
1542,196151
1543,196158
1544,196163
1545,196172
1546,196185
1547,196189
1548,196191
1549,196198
1550,196214
1551,196219
1552,196229
1553,196234
1554,196242
1555,196246
1556,196250
1557,196261
1558,196266
1559,196274
1560,196279
1561,196288
1562,196298
1563,196310
1564,196321
1565,196326
1566,196332
1567,196335
1568,196339
1569,196344
1570,196354
1571,196369
1572,196376
1573,196381
1574,196387
1575,196392
1576,196397
1577,196626
1578,196635
1579,196655
1580,196681
1581,196693
1582,196698
1583,196699
1584,196713
1585,196713
1586,196722
1587,196727
1588,196727
1589,196733
1590,196742
1591,196748
1592,196754
1593,196767
1594,196779
1595,196784
1596,196789
1597,196804
1598,196825
1599,196978
1600,196988
1601,196997
1602,197738
1603,197739
1604,197739
1605,197740
1606,197749
1607,197901
1608,197909
1609,197915
1610,197916
1611,197920
1612,197928
1613,197931
1614,197955
1615,197956
1616,197957
1617,197957
1618,197957
1619,197958
1620,197960
1621,197960
1622,197961
1623,197962
1624,197962
1625,197963
1626,197964
1627,197965
1628,198011
1629,198014
1630,198031
1631,198032
1632,198035
1633,198041
1634,198428
1635,198435
1636,198447
1637,198460
1638,198474
1639,198494
1640,198504
1641,198514
1642,198527
1643,198542
1644,198683
1645,198696
1646,198704
1647,199732
1648,199740
1649,199807
1650,199885
1651,199950
1652,199954
1653,199957
1654,199963
1655,199970
1656,199986
1657,199993
1658,200058
1659,200544
1660,200660
1661,200807
1662,200823
1663,201063
1664,201164
1665,201314
1666,201425
1667,201490
1668,201510
1669,201928
1670,201933
1671,201938
1672,201944
1673,201949
1674,201953
1675,201959
1676,201964
1677,201968
1678,201973
1679,201979
1680,201986
1681,201991
1682,201997
1683,202002
1684,202007
1685,202012
1686,202017
1687,202022
1688,202027
1689,202032
1690,202038
1691,202045
1692,202052
1693,202079
1694,202088
1695,202109
1696,202462
1697,202472
1698,203378
1699,203518
1700,203523
1701,203529
1702,203808
1703,204298
1704,204302
1705,204303
1706,204305
1707,204306
1708,204308
1709,204309
1710,204312
1711,204313
1712,204317
1713,204321
1714,204326
1715,204330
1716,204335
1717,204342
1718,204348
1719,204355
1720,204831
1721,204838
1722,206694
1723,206701
1724,206714
1725,206723
1726,207091
1727,207525
1728,207529
1729,207538
1730,207541
1731,207553
1732,207557
1733,207568
1734,207574
1735,207579
1736,207587
1737,207595
1738,207607
1739,207621
1740,207624
1741,207629
1742,207640
1743,207644
1744,207651
1745,207655
1746,207661
1747,207670
1748,207677
1749,207682
1750,207687
1751,207692
1752,207694
1753,207701
1754,207710
1755,207714
1756,207721
1757,207732
1758,207734
1759,207735
1760,207742
1761,207746
1762,207748
1763,207758
1764,207761
1765,207771
1766,207775
1767,207784
1768,207787
1769,207797
1770,207801
1771,207809
1772,207813
1773,207820
1774,207826
1775,210190
1776,210195
1777,210201
1778,210966
1779,211531
1780,211536
1781,211545
1782,211573
1783,211621
1784,211700
1785,211701
1786,211701
1787,211702
1788,211702
1789,211707
1790,211708
1791,221797
1792,221806
1793,221815
1794,221827
1795,221832
1796,221848
1797,221862
1798,221870
1799,221873
1800,221874
1801,221875
1802,221880
1803,221884
1804,221884
1805,221885
1806,221885
1807,221901
1808,221902
1809,221913
1810,221913
1811,221922
1812,221931
1813,221940
1814,221947
1815,221957
1816,221964
1817,221981
1818,221989
1819,221999
1820,222008
1821,222021
1822,222033
1823,222039
1824,222048
1825,222063
1826,222070
1827,222079
1828,222099
1829,222111
1830,222124
1831,222130
1832,222139
1833,222145
1834,222153
1835,222165
1836,222173
1837,222178
1838,222184
1839,222199
1840,222205
1841,222210
1842,222219
1843,222229
1844,222236
1845,222245
1846,222252
1847,222258
1848,222272
1849,222273
1850,222274
1851,228691
1852,228797
1853,228812
1854,228824
1855,228841
1856,228852
1857,228864
1858,228870
1859,228876
1860,229447
1861,229456
1862,229459
1863,229467
1864,229478
1865,231138
1866,231154
1867,231163
1868,231184
1869,231197
1870,231244
1871,231326
1872,231329
1873,231331
1874,231335
1875,231336
1876,231339
1877,231341
1878,234430
1879,234976
1880,234987
1881,236026
1882,236032
1883,236039
1884,236046
1885,236084
1886,236329
1887,236344
1888,236350
1889,236356
1890,236368
1891,236373
1892,236379
1893,236384
1894,236389
1895,236395
1896,236402
1897,236407
1898,236416
1899,236423
1900,236429
1901,236438
1902,236445
1903,236455
1904,236465
1905,236471
1906,236484
1907,236491
1908,236508
1909,236913
1910,246546
1911,246551
1912,246556
1913,246561
1914,246568
1915,246573
1916,246578
1917,246583
1918,246589
1919,246594
1920,246599
1921,246606
1922,246612
1923,246618
1924,246623
1925,246629
1926,246634
1927,246640
1928,246644
1929,246649
1930,246653
1931,246659
1932,246667
1933,246675
1934,246682
1935,246709
1936,246726
1937,246745
1938,247599
1939,247922
1940,247926
1941,247941
1942,247949
1943,247955
1944,247959
1945,247969
1946,247974
1947,247981
1948,247990
1949,247999
1950,248010
1951,248016
1952,248031
1953,248036
1954,248205
1955,248215
1956,248223
1957,248403
1958,249459
1959,249466
1960,249826
1961,251069
1962,251731
1963,251736
1964,251742
1965,251751
1966,251754
1967,251758
1968,251773
1969,251778
1970,251784
1971,251784
1972,251795
1973,252016
1974,252023
1975,252032
1976,252037
1977,252054
1978,252077
1979,252082
1980,252089
1981,252093
1982,252102
1983,252110
1984,252119
1985,252126
1986,252131
1987,252142
1988,252153
1989,252162
1990,252166
1991,252173
1992,252176
1993,252178
1994,252182
1995,252183
1996,252194
1997,252198
1998,252203
1999,252206
2000,252211
2001,252212
2002,252213
2003,252218
2004,252219
2005,252220
2006,252223
2007,252224
2008,252225
2009,252226
2010,252229
2011,252229
2012,252230
2013,252231
2014,252232
2015,252233
2016,252235
2017,252239
2018,252241
2019,252244
2020,252249
2021,252254
2022,252255
2023,252257
2024,252258
2025,252264
2026,252268
2027,252275
2028,252276
2029,252281
2030,252284
2031,252286
2032,252290
2033,252291
2034,252293
2035,252298
2036,252301
2037,252303
2038,252305
2039,252308
2040,252313
2041,252317
2042,252318
2043,252326
2044,252327
2045,252330
2046,252335
2047,252339
2048,252343
2049,252349
2050,252353
2051,252355
2052,252357
2053,252358
2054,252362
2055,252365
2056,252368
2057,252384
2058,252391
2059,253697
2060,266747
2061,266753
2062,266767
2063,266771
2064,266776
2065,266786
2066,266791
2067,266795
2068,266802
2069,266815
2070,266825
2071,266830
2072,266835
2073,266841
2074,266852
2075,266871
2076,267583
2077,267596
2078,267601
2079,267612
2080,269095
2081,270735
2082,270805
2083,270847
2084,270895
2085,271015
2086,271020
2087,271024
2088,271031
2089,271037
2090,271060
2091,271068
2092,271122
2093,271579
2094,271669
2095,271734
2096,271874
2097,272075
2098,272182
2099,272367
2100,272447
2101,272504
2102,272633
2103,295962
2104,295968
2105,295976
2106,295992
2107,295995
2108,296004
2109,296009
2110,296016
2111,296021
2112,296027
2113,296044
2114,296049
2115,296060
2116,296070
2117,297372
2118,297374
2119,297387
2120,297391
2121,297400
2122,297405
2123,297416
2124,297424
2125,297429
2126,297469
2127,297475
2128,297497
2129,297507
2130,297513
2131,297528
2132,297531
2133,301638
2134,301649
2135,301652
2136,301656
2137,301668
2138,301713
2139,304323
2140,304330
2141,304599
2142,304603
2143,304609
2144,304622
2145,304626
2146,304631
2147,305018
2148,305026
2149,305034
2150,305048
2151,305058
2152,305083
2153,305097
2154,305108
2155,305120
2156,305137
2157,305276
2158,305285
2159,305292
2160,306018
2161,308276
2162,308281
2163,308285
2164,308290
2165,308296
2166,308300
2167,308309
2168,314739
2169,314744
2170,314750
2171,314752
2172,314760
2173,314767
2174,314793
2175,314795
2176,314795
2177,314796
2178,314798
2179,314808
2180,314809
2181,314810
2182,314811
2183,314812
2184,314813
2185,314816
2186,314819
2187,314820
2188,314821
2189,314821
2190,314824
2191,315511
2192,316048
2193,316059
2194,316063
2195,316072
2196,316078
2197,316085
2198,316092
2199,316099
2200,316107
2201,316111
2202,316119
2203,316123
2204,316137
2205,316145
2206,316149
2207,316153
2208,316160
2209,316167
2210,316175
2211,316180
2212,316183
2213,316194
2214,316199
2215,316222
2216,316230
2217,316237
2218,316250
2219,316254
2220,316265
2221,316271
2222,316278
2223,316284
2224,316289
2225,316299
2226,316306
2227,316309
2228,316318
2229,316328
2230,316332
2231,316345
2232,316358
2233,316363
2234,316371
2235,316376
2236,316385
2237,316401
2238,316405
2239,316412
2240,316417
2241,316422
2242,316426
2243,316435
2244,318423
2245,318430
2246,318439
2247,318443
2248,318455
2249,318459
2250,318467
2251,318474
2252,318479
2253,318484
2254,318493
2255,318505
2256,318520
2257,318527
2258,318531
2259,318541
2260,318543
2261,318548
2262,318555
2263,318559
2264,318571
2265,318575
2266,318583
2267,318588
2268,318595
2269,318599
2270,318606
2271,318610
2272,318619
2273,318625
2274,318629
2275,318640
2276,318643
2277,318647
2278,318655
2279,320114
2280,320123
2281,320131
2282,320137
2283,320152
2284,320159
2285,320166
2286,320174
2287,320188
2288,320196
2289,320208
2290,320213
2291,320218
2292,320222
2293,320225
2294,320241
2295,320245
2296,320246
2297,320251
2298,320261
2299,321117
2300,321196
2301,321209
2302,321220
2303,321228
2304,321238
2305,321254
2306,321261
2307,321272
2308,321280
2309,321285
2310,321291
2311,321309
2312,321325
2313,321341
2314,321346
2315,321359
2316,321366
2317,321374
2318,321388
2319,321396
2320,321404
2321,321411
2322,321424
2323,321428
2324,321436
2325,321448
2326,321459
2327,323249
2328,323258
2329,323265
2330,323268
2331,324041
2332,324045
2333,324059
2334,324092
2335,324093
2336,324100
2337,324108
2338,324112
2339,324118
2340,324119
2341,324130
2342,324135
2343,324147
2344,324165
2345,324171
2346,324179
2347,324191
2348,324203
2349,324207
2350,324220
2351,324225
2352,324237
2353,325538
2354,325540
2355,325544
2356,325545
2357,325546
2358,325549
2359,325553
2360,325556
2361,325557
2362,325558
2363,325565
2364,325567
2365,325570
2366,325571
2367,325578
2368,325581
2369,325583
2370,325585
2371,325588
2372,325594
2373,325601
2374,325604
2375,325605
2376,325612
2377,325614
2378,325618
2379,325619
2380,325620
2381,325623
2382,325627
2383,325629
2384,325630
2385,325635
2386,325637
2387,325641
2388,325645
2389,325651
2390,325654
2391,325656
2392,325659
2393,325664
2394,325670
2395,325673
2396,325677
2397,325682
2398,325683
2399,325685
2400,325687
2401,325691
2402,325696
2403,325710
2404,325719
2405,325732
2406,329328
2407,335176
2408,335181
2409,335194
2410,335198
2411,335204
2412,335225
2413,335243
2414,335247
2415,335254
2416,335259
2417,335272
2418,335278
2419,335282
2420,335290
2421,335295
2422,335313
2423,335322
2424,335326
2425,335331
2426,335336
2427,335338
2428,335340
2429,335343
2430,335353
2431,335358
2432,335361
2433,335361
2434,335363
2435,335365
2436,335366
2437,335367
2438,335369
2439,335370
2440,335373
2441,341201
2442,341211
2443,341223
2444,341251
2445,341299
2446,341381
2447,341387
2448,341389
2449,341391
2450,341395
2451,341399
2452,341405
2453,348542
2454,348557
2455,348559
2456,348570
2457,348570
2458,348639
2459,348645
2460,348651
2461,348657
2462,348668
2463,348681
2464,348686
2465,348690
2466,348693
2467,348811
2468,348818
2469,348821
2470,348822
2471,348826
2472,348829
2473,348830
2474,348833
2475,348835
2476,348837
2477,348837
2478,348838
2479,348841
2480,348845
2481,348847
2482,348849
2483,348851
2484,348856
2485,348859
2486,348860
2487,348866
2488,348867
2489,348869
2490,348872
2491,348873
2492,348876
2493,348877
2494,348878
2495,348883
