Number,Latency (µs)
308,115430
309,115432
310,115435
311,115436
312,115437
313,115438
314,115440
315,115440
316,115441
317,115442
318,115443
319,115445
320,115447
321,115449
322,115450
323,115452
324,115452
325,115453
326,115453
327,115454
328,115456
329,115458
330,115461
331,115465
332,115467
333,115469
334,115471
335,115472
336,115477
337,115483
338,115489
339,115760
340,115765
341,115770
342,115774
343,115778
344,115781
345,115785
346,115790
347,115794
348,115799
349,115803
350,115808
351,115812
352,115816
353,115821
354,115849
355,115853
356,115858
357,115863
358,115867
359,115873
360,115877
361,115882
362,115887
363,117702
364,117706
365,117710
366,117719
367,117727
368,117737
369,117743
370,117984
371,117987
372,118002
373,118007
374,118013
375,118018
376,118031
377,118370
378,118429
379,118437
380,118845
381,119179
382,119189
383,119195
384,119247
385,119253
386,119260
387,119265
388,119279
389,119883
390,119895
391,119905
392,119917
393,119920
394,119923
395,119928
396,119937
397,119943
398,120093
399,120115
400,120129
401,120167
402,120173
403,120176
404,120178
405,120179
406,120181
407,120182
408,120182
409,120182
410,120185
411,120185
412,120186
413,120187
414,120188
415,120199
416,120693
417,121457
418,121517
419,121529
420,121533
421,121539
422,121648
423,121775
424,121785
425,121799
426,121816
427,121828
428,121869
429,121885
430,121994
431,122022
432,122048
433,122058
434,122067
435,122072
436,122079
437,122090
438,122099
439,122124
440,122129
441,122132
442,122135
443,122138
444,122142
445,122152
446,122172
447,122177
448,122188
449,122192
450,122194
451,122200
452,122206
453,122211
454,122221
455,122237
456,122252
457,122326
458,122376
459,122461
460,122553
461,122603
462,122618
463,122636
464,122704
465,122806
466,122922
467,122929
468,123164
469,123171
470,123456
471,123460
472,123471
473,123484
474,123489
475,123499
476,123509
477,123510
478,123512
479,123519
480,123523
481,123536
482,123541
483,123547
484,123561
485,123565
486,123569
487,123571
488,123574
489,123574
490,123577
491,123579
492,123582
493,123585
494,123585
495,123586
496,123588
497,123589
498,123591
499,123593
500,123594
501,123595
502,123596
503,123596
504,123598
505,123600
506,123602
507,123603
508,123606
509,123606
510,123608
511,123612
512,123618
513,123625
514,123625
515,123625
516,123625
517,123627
518,123628
519,123630
520,123631
521,123632
522,123632
523,123632
524,123633
525,123633
526,123633
527,123634
528,123634
529,123634
530,123634
531,123635
532,123635
533,123636
534,123638
535,123646
536,123649
537,123668
538,123678
539,123683
540,123687
541,123690
542,123692
543,123741
544,123745
545,123749
546,123756
547,123760
548,123768
549,123770
550,123772
551,123774
552,123775
553,123778
554,123793
555,123794
556,123798
557,123802
558,123802
559,123815
560,123820
561,123825
562,124087
563,124096
564,124101
565,124105
566,124117
567,124122
568,124130
569,124144
570,124148
571,124158
572,124163
573,124167
574,124177
575,124182
576,124185
577,124196
578,124206
579,124211
580,124220
581,124224
582,124232
583,124236
584,124241
585,124248
586,124253
587,124266
588,124270
589,124274
590,124291
591,124837
592,124844
593,124863
594,124881
595,124886
596,124889
597,125392
598,125398
599,125407
600,125416
601,125420
602,125433
603,125438
604,125447
605,125450
606,125455
607,125463
608,125477
609,125484
610,125491
611,125499
612,125504
613,125516
614,125522
615,125531
616,125537
617,125845
618,126448
619,126452
620,126456
621,126459
622,126463
623,126467
624,126470
625,126474
626,126479
627,126481
628,126484
629,126492
630,126494
631,126496
632,126506
633,126511
634,126514
635,126527
636,126533
637,126556
638,126565
639,126569
640,126574
641,126593
642,126597
643,126600
644,126605
645,126612
646,127552
647,127557
648,127564
649,127569
650,127574
651,127586
652,127591
653,127606
654,127611
655,127621
656,127635
657,127640
658,127652
659,127656
660,127664
661,127762
662,127773
663,127939
664,127951
665,127963
666,127968
667,127972
668,127979
669,127987
670,127991
671,128000
672,128001
673,128007
674,128014
675,128045
676,128050
677,128052
678,128057
679,128057
680,128061
681,128064
682,128065
683,128071
684,128075
685,128075
686,128079
687,128083
688,128090
689,128091
690,128094
691,128097
692,128099
693,128100
694,128109
695,128112
696,128116
697,128118
698,128120
699,128126
700,128131
701,128133
702,128135
703,128137
704,128146
705,128153
706,128156
707,128160
708,128166
709,128170
710,128174
711,128178
712,128191
713,128194
714,128198
715,128211
716,128215
717,128225
718,128260
719,128264
720,128268
721,128272
722,128275
723,128284
724,128287
725,128292
726,128296
727,128299
728,128305
729,128309
730,128312
731,128319
732,128328
733,128408
734,128408
735,128410
736,128411
737,128413
738,128415
739,128418
740,128419
741,128420
742,128891
743,129045
744,129170
745,129175
746,129180
747,129185
748,129235
749,129257
750,129482
751,129493
752,129497
753,129520
754,129524
755,129544
756,129551
757,129556
758,129567
759,129574
760,129586
761,129597
762,129607
763,129615
764,129619
765,129627
766,129630
767,129651
768,129662
769,129680
770,129777
771,130552
772,130717
773,130784
774,130789
775,130796
776,130802
777,130809
778,131042
779,131046
780,131047
781,131050
782,131183
783,131348
784,131465
785,132638
786,132644
787,132655
788,132662
789,132667
790,132680
791,132694
792,132716
793,132722
794,132732
795,132744
796,132750
797,132755
798,132767
799,132775
800,132781
801,132791
802,132799
803,132812
804,132834
805,132839
806,132847
807,132855
808,132870
809,132883
810,132888
811,132900
812,132910
813,132917
814,132931
815,132936
816,132941
817,132953
818,132957
819,132970
820,132976
821,132990
822,132992
823,132994
824,132997
825,132998
826,133008
827,133010
828,133010
829,133014
830,133015
831,133020
832,133034
833,133039
834,133040
835,133040
836,133048
837,133050
838,133051
839,133052
840,133054
841,133057
842,133059
843,133062
844,133064
845,133064
846,133070
847,133071
848,133076
849,133079
850,133089
851,133089
852,133090
853,133101
854,133111
855,133125
856,133131
857,133137
858,133144
859,133149
860,133151
861,133153
862,133155
863,133160
864,133163
865,133166
866,133167
867,133171
868,133174
869,133178
870,133180
871,133214
872,133223
873,133230
874,133234
875,133238
876,133242
877,133246
878,133251
879,133257
880,133262
881,133272
882,133277
883,133830
884,134194
885,134215
886,134501
887,134533
888,134537
889,134556
890,134615
891,134619
892,134622
893,134626
894,134630
895,134633
896,134636
897,134640
898,134643
899,134646
900,134649
901,134652
902,134655
903,134662
904,134669
905,134674
906,134676
907,134677
908,134686
909,134691
910,134706
911,134712
912,134779
913,135514
914,137731
915,137735
916,137745
917,137749
918,137757
919,137761
920,137769
921,137782
922,137792
923,137851
924,137856
925,137860
926,137866
927,137870
928,137876
929,137883
930,137888
931,137888
932,137893
933,137893
934,137899
935,137902
936,137905
937,137914
938,137923
939,137930
940,137939
941,137948
942,137948
943,137954
944,137956
945,137960
946,137969
947,137977
948,137986
949,137996
950,137999
951,138008
952,138014
953,138022
954,138026
955,138030
956,138042
957,138047
958,138051
959,138059
960,138067
961,138070
962,138078
963,138091
964,138103
965,138107
966,138116
967,138120
968,138121
969,139481
970,139487
971,139496
972,139500
973,139508
974,139517
975,139523
976,139551
977,139554
978,139567
979,139568
980,139576
981,139580
982,139589
983,139596
984,139602
985,139608
986,139615
987,139622
988,139626
989,139633
990,139643
991,139648
992,139655
993,139708
994,139713
995,139723
996,139731
997,139755
998,139771
999,139783
1000,139796
1001,139799
1002,139801
1003,139808
1004,139813
1005,139813
1006,139818
1007,139822
1008,139830
1009,139833
1010,139835
1011,139844
1012,139847
1013,139849
1014,139851
1015,139855
1016,139859
1017,139864
1018,139866
1019,139870
1020,139875
1021,139876
1022,139877
1023,139880
1024,139892
1025,139898
1026,139903
1027,139916
1028,139924
1029,140079
1030,141229
1031,141237
1032,141242
1033,141255
1034,142700
1035,142704
1036,142712
1037,142720
1038,142725
1039,142737
1040,142744
1041,142925
1042,142984
1043,142994
1044,142998
1045,143000
1046,143013
1047,143021
1048,143395
1049,143418
1050,143449
1051,143935
1052,144172
1053,144178
1054,144226
1055,144236
1056,144243
1057,144249
1058,144254
1059,144868
1060,144873
1061,144890
1062,144901
1063,144906
1064,144908
1065,144913
1066,144919
1067,145078
1068,145098
1069,145115
1070,145134
1071,145166
1072,145168
1073,145491
1074,145499
1075,145500
1076,145508
1077,145508
1078,145510
1079,145513
1080,145513
1081,145515
1082,145517
1083,145522
1084,145532
1085,146392
1086,146547
1087,146558
1088,146561
1089,146590
1090,146590
1091,146591
1092,146594
1093,146595
1094,146598
1095,146602
1096,146612
1097,146617
1098,146625
1099,146628
1100,146633
1101,146673
1102,146708
1103,146714
1104,146732
1105,146841
1106,146929
1107,146960
1108,146966
1109,146987
1110,147001
1111,147011
1112,147050
1113,147069
1114,147173
1115,147220
1116,147244
1117,147277
1118,147282
1119,147288
1120,147295
1121,147296
1122,147299
1123,147301
1124,147303
1125,147306
1126,147316
1127,147318
1128,147324
1129,147325
1130,147419
1131,147423
1132,147472
1133,147547
1134,147649
1135,147652
1136,147659
1137,147709
1138,147725
1139,147764
1140,147877
1141,147913
1142,148027
1143,149808
1144,149817
1145,149828
1146,150880
1147,150883
1148,150884
1149,150889
1150,150893
1151,150898
1152,150903
1153,150908
1154,150920
1155,150926
1156,150931
1157,150935
1158,150942
1159,150946
1160,150952
1161,152311
1162,152381
1163,152386
1164,152386
1165,152390
1166,152391
1167,152391
1168,152393
1169,152396
1170,152397
1171,152403
1172,152406
1173,152409
1174,152411
1175,152413
1176,152415
1177,152416
1178,152417
1179,152419
1180,152421
1181,152423
1182,152424
1183,152426
1184,152428
1185,152431
1186,152435
1187,152440
1188,152446
1189,152450
1190,152453
1191,152454
1192,152457
1193,152459
1194,152463
1195,152465
1196,152469
1197,152471
1198,152479
1199,152483
1200,152484
1201,152488
1202,152489
1203,152494
1204,152500
1205,152505
1206,152508
1207,152510
1208,152512
1209,152514
1210,152518
1211,152520
1212,152523
1213,152526
1214,152527
1215,152574
1216,152598
1217,152604
1218,152623
1219,152628
1220,152634
1221,152639
1222,152645
1223,152650
1224,152656
1225,152662
1226,152667
1227,152686
1228,152691
1229,152697
1230,152704
1231,152709
1232,152715
1233,152720
1234,152725
1235,152730
1236,152736
1237,152756
1238,152762
1239,152766
1240,152771
1241,152776
1242,152786
1243,153288
1244,153294
1245,155716
1246,155723
1247,155731
1248,155739
1249,160561
1250,160696
1251,160994
1252,160999
1253,161012
1254,161019
1255,161024
1256,161030
1257,161034
1258,161038
1259,161042
1260,161047
1261,161054
1262,161951
1263,162574
1264,162580
1265,162585
1266,162590
1267,162594
1268,162599
1269,162604
1270,162609
1271,162614
1272,162619
1273,162626
1274,162632
1275,162636
1276,162642
1277,162648
1278,163487
1279,163497
1280,163667
1281,163674
1282,164953
1283,164961
1284,165571
1285,165574
1286,165598
1287,165630
1288,165640
1289,165649
1290,165653
1291,165655
1292,165680
1293,165680
1294,165704
1295,165706
1296,165723
1297,165727
1298,165730
1299,165732
1300,165732
1301,165737
1302,165753
1303,165755
1304,165756
1305,165757
1306,165762
1307,165766
1308,165799
1309,165803
1310,165806
1311,165806
1312,166398
1313,166416
1314,166419
1315,166424
1316,166434
1317,166449
1318,166454
1319,166464
1320,166474
1321,166479
1322,166872
1323,166905
1324,168532
1325,170398
1326,170401
1327,170835
1328,172456
1329,172458
1330,172458
1331,172460
1332,172462
1333,172464
1334,172466
1335,172470
1336,172473
1337,172475
1338,172480
1339,172483
1340,172488
1341,172491
1342,172492
1343,172492
1344,172493
1345,172493
1346,172493
1347,172494
1348,172494
1349,172494
1350,172495
1351,172495
1352,172495
1353,172495
1354,172496
1355,172496
1356,172496
1357,172496
1358,172498
1359,172498
1360,172498
1361,172499
1362,172499
1363,172499
1364,172500
1365,172500
1366,172501
1367,172501
1368,172502
1369,172503
1370,172503
1371,172504
1372,172505
1373,172505
1374,172505
1375,172506
1376,172507
1377,172508
1378,172508
1379,172510
1380,172511
1381,172511
1382,172512
1383,172513
1384,172515
1385,172515
1386,172516
1387,172782
1388,172787
1389,172791
1390,172795
1391,172799
1392,172803
1393,172807
1394,172812
1395,172816
1396,172820
1397,172826
1398,172830
1399,172834
1400,172839
1401,172844
1402,172872
1403,172877
1404,172881
1405,172887
1406,172891
1407,172896
1408,172901
1409,172906
1410,172910
1411,172921
1412,173389
1413,173395
1414,174072
1415,174332
1416,174337
1417,174342
1418,174392
1419,174413
1420,174421
1421,175624
1422,175897
1423,176266
1424,176404
1425,176418
1426,176420
1427,176422
1428,176422
1429,176429
1430,176697
1431,176747
1432,176835
1433,176840
1434,176844
1435,176853
1436,176861
1437,176866
1438,176870
1439,176874
1440,176878
1441,176882
1442,176888
1443,176893
1444,176898
1445,176903
1446,176906
1447,176912
1448,176916
1449,176921
1450,176926
1451,176930
1452,176934
1453,176938
1454,176943
1455,176946
1456,176951
1457,176954
1458,176958
1459,176962
1460,176966
1461,176970
1462,176976
1463,176979
1464,176984
1465,176989
1466,176994
1467,176999
1468,177004
1469,177007
1470,177009
1471,177014
1472,177019
1473,177025
1474,177032
1475,177853
1476,177858
1477,177868
1478,177872
1479,177877
1480,177879
1481,177887
1482,177902
1483,177908
1484,177971
1485,177977
1486,177982
1487,177990
1488,177992
1489,177994
1490,178001
1491,178010
1492,178016
1493,178027
1494,178076
1495,178078
1496,178087
1497,178096
1498,178104
1499,178114
1500,178119
1501,178128
1502,178136
1503,178142
1504,178144
1505,178148
1506,178164
1507,178170
1508,178175
1509,178184
1510,178188
1511,178194
1512,178199
1513,178208
1514,178225
1515,178231
1516,178243
1517,178247
1518,178249
1519,178262
1520,178268
1521,178273
1522,178279
1523,178283
1524,178294
1525,178299
1526,178309
1527,178313
1528,178314
1529,179329
1530,179334
1531,179339
1532,179346
1533,179552
1534,184442
1535,184729
1536,188050
1537,188055
1538,188060
1539,188072
1540,188077
1541,188089
1542,188094
1543,188335
1544,188349
1545,188355
1546,188361
1547,188367
1548,188380
1549,188387
1550,188785
1551,188797
1552,189204
1553,189541
1554,189546
1555,189589
1556,189605
1557,189612
1558,189618
1559,189624
1560,190240
1561,190244
1562,190255
1563,190256
1564,190258
1565,190263
1566,190266
1567,190269
1568,190428
1569,190442
1570,190464
1571,190472
1572,190516
1573,190519
1574,190519
1575,190521
1576,190525
1577,190526
1578,190529
1579,190535
1580,190541
1581,190542
1582,190544
1583,190547
1584,190550
1585,190552
1586,190565
1587,191879
1588,191886
1589,191894
1590,191899
1591,191905
1592,192083
1593,192146
1594,192154
1595,192165
1596,192190
1597,192196
1598,192239
1599,192255
1600,192361
1601,192405
1602,192420
1603,192430
1604,192436
1605,192442
1606,192450
1607,192461
1608,192467
1609,192493
1610,192497
1611,192502
1612,192504
1613,192508
1614,192520
1615,192526
1616,192543
1617,192552
1618,192627
1619,192718
1620,192755
1621,192879
1622,192926
1623,192947
1624,192975
1625,192981
1626,193095
1627,193105
1628,193137
1629,193252
1630,193269
1631,194100
1632,194103
1633,194105
1634,194109
1635,194113
1636,194118
1637,194121
1638,194122
1639,194128
1640,194135
1641,194140
1642,194149
1643,194153
1644,194920
1645,195344
1646,195357
1647,195364
1648,195372
1649,195376
1650,195380
1651,195388
1652,195393
1653,195401
1654,195411
1655,195415
1656,195419
1657,195428
1658,195434
1659,195444
1660,195448
1661,195454
1662,195473
1663,195478
1664,195487
1665,195495
1666,195507
1667,195512
1668,195520
1669,195520
1670,195526
1671,195530
1672,195539
1673,195541
1674,195544
1675,195548
1676,195551
1677,195555
1678,195586
1679,195598
1680,195607
1681,195611
1682,195619
1683,195623
1684,195627
1685,195642
1686,195647
1687,195658
1688,195662
1689,195673
1690,195687
1691,195694
1692,196866
1693,196873
1694,196883
1695,196892
1696,196898
1697,196912
1698,196918
1699,196926
1700,196932
1701,196941
1702,196947
1703,196964
1704,196970
1705,196982
1706,196988
1707,196999
1708,197005
1709,197006
1710,197011
1711,197016
1712,199028
1713,199032
1714,199576
1715,199588
1716,199615
1717,199630
1718,199639
1719,199647
1720,200710
1721,200821
1722,200826
1723,200831
1724,200833
1725,200838
1726,200842
1727,200847
1728,200850
1729,200853
1730,200857
1731,200862
1732,200865
1733,200868
1734,200872
1735,200875
1736,200879
1737,200883
1738,200887
1739,200890
1740,200895
1741,200898
1742,200899
1743,200902
1744,200904
1745,200905
1746,200907
1747,200909
1748,200911
1749,200913
1750,200913
1751,200916
1752,200920
1753,200924
1754,200928
1755,200931
1756,200935
1757,200938
1758,200942
1759,200946
1760,200950
1761,200954
1762,200957
1763,200961
1764,200965
1765,200970
1766,200972
1767,200980
1768,201002
1769,201006
1770,201011
1771,201015
1772,201029
1773,201033
1774,201037
1775,201042
1776,201045
1777,201049
1778,201054
1779,201058
1780,201061
1781,201065
1782,201070
1783,201075
1784,201078
1785,201082
1786,201086
1787,201087
1788,201089
1789,202303
1790,202598
1791,203172
1792,203183
1793,203214
1794,203228
1795,203233
1796,203239
1797,203282
1798,203287
1799,203294
1800,203309
1801,203406
1802,203423
1803,206179
1804,206184
1805,206196
1806,206201
1807,206225
1808,206245
1809,206254
1810,206262
1811,206266
1812,206279
1813,206283
1814,206294
1815,206298
1816,206309
1817,206313
1818,206319
1819,206325
1820,206334
1821,206340
1822,206352
1823,206353
1824,206614
1825,206624
1826,206629
1827,206631
1828,206641
1829,206645
1830,206651
1831,206663
1832,206675
1833,206681
1834,206693
1835,206698
1836,206702
1837,206710
1838,206712
1839,206719
1840,206754
1841,206758
1842,206759
1843,206771
1844,206776
1845,206783
1846,207580
1847,207591
1848,207600
1849,207606
1850,207615
1851,207626
1852,207632
1853,207641
1854,207647
1855,207657
1856,207668
1857,207680
1858,207686
1859,207698
1860,207704
1861,207717
1862,207723
1863,207735
1864,207742
1865,209334
1866,209343
1867,209347
1868,209350
1869,209354
1870,209358
1871,209360
1872,209363
1873,209368
1874,209370
1875,209376
1876,209758
1877,209763
1878,209769
1879,209778
1880,209783
1881,209795
1882,209795
1883,209799
1884,209801
1885,209809
1886,209813
1887,209817
1888,209823
1889,209826
1890,209829
1891,209835
1892,209839
1893,209843
1894,209848
1895,209849
1896,209855
1897,209858
1898,209861
1899,209867
1900,209872
1901,209874
1902,209882
1903,209883
1904,209891
1905,209895
1906,209906
1907,209919
1908,209923
1909,209923
1910,211233
1911,212825
1912,213049
1913,213049
1914,213058
1915,213076
1916,213083
1917,213093
1918,213096
1919,213099
1920,213113
1921,213116
1922,213123
1923,213128
1924,213136
1925,213142
1926,213145
1927,213152
1928,213152
1929,221929
1930,221934
1931,221941
1932,221954
1933,221966
1934,221992
1935,222007
1936,222019
1937,222025
1938,222037
1939,222045
1940,222057
1941,222063
1942,222075
1943,222080
1944,222089
1945,222096
1946,222108
1947,222114
1948,222126
1949,222133
1950,222139
1951,222152
1952,222164
1953,222168
1954,222178
1955,222183
1956,222193
1957,222205
1958,222216
1959,222222
1960,222229
1961,222238
1962,222246
1963,222252
1964,222259
1965,222280
1966,222282
1967,222286
1968,222295
1969,222301
1970,222307
1971,222321
1972,222332
1973,222363
1974,222369
1975,222379
1976,222389
1977,222398
1978,222404
1979,222409
1980,222420
1981,222435
1982,222442
1983,222452
1984,222461
1985,222470
1986,222475
1987,222493
1988,222500
1989,222508
1990,223359
1991,223387
1992,223392
1993,223398
1994,223407
1995,223416
1996,223424
1997,223437
1998,223443
1999,223453
2000,223465
2001,223479
2002,223484
2003,223498
2004,225257
2005,225435
2006,225444
2007,225450
2008,225455
2009,225461
2010,225473
2011,225840
2012,226415
2013,226428
2014,226460
2015,226468
2016,226480
2017,226487
2018,226530
2019,226538
2020,226545
2021,226555
2022,226659
2023,226677
2024,226688
2025,227229
2026,227265
2027,227269
2028,227284
2029,227284
2030,227290
2031,227301
2032,228330
2033,229173
2034,229370
2035,229373
2036,229381
2037,229384
2038,229394
2039,229394
2040,229399
2041,229410
2042,229416
2043,229422
2044,229427
2045,229446
2046,229452
2047,229457
2048,229460
2049,229466
2050,229471
2051,229480
2052,229485
2053,229498
2054,229504
2055,229520
2056,229526
2057,229536
2058,229549
2059,229563
2060,229570
2061,230314
2062,230318
2063,230322
2064,230336
2065,230343
2066,230348
2067,230353
2068,230355
2069,230359
2070,230363
2071,230369
2072,230375
2073,230506
2074,230511
2075,230512
2076,230890
2077,230893
2078,230898
2079,230899
2080,230900
2081,230901
2082,230902
2083,230905
2084,230907
2085,230908
2086,230911
2087,230912
2088,230914
2089,230915
2090,230921
2091,230922
2092,230922
2093,230932
2094,230937
2095,230948
2096,230950
2097,230956
2098,230957
2099,230980
2100,230981
2101,230988
2102,230991
2103,231008
2104,231013
2105,231020
2106,231022
2107,231026
2108,231099
2109,231101
2110,231105
2111,231109
2112,231114
2113,231133
2114,231177
2115,231177
2116,231181
2117,231181
2118,231183
2119,231186
2120,231206
2121,231210
2122,231210
2123,231213
2124,231215
2125,231220
2126,231224
2127,231245
2128,231248
2129,231291
2130,231310
2131,231315
2132,231319
2133,231327
2134,231345
2135,231350
2136,231352
2137,231357
2138,231362
2139,231368
2140,231372
2141,231376
2142,231380
2143,231399
2144,231402
2145,231407
2146,231413
2147,231418
2148,231419
2149,231424
2150,231429
2151,231444
2152,231475
2153,231476
2154,231479
2155,231479
2156,231484
2157,231894
2158,231900
2159,231904
2160,231909
2161,231914
2162,231918
2163,231923
2164,231928
2165,231933
2166,231940
2167,231946
2168,231950
2169,231956
2170,231962
2171,231984
2172,232092
2173,232401
2174,232433
2175,232596
2176,232604
2177,232608
2178,232613
2179,232617
2180,232620
2181,232623
2182,232626
2183,232633
2184,232638
2185,233059
2186,233063
2187,233073
2188,233079
2189,233091
2190,233096
2191,233102
2192,233111
2193,233116
2194,233127
2195,233131
2196,233133
2197,233138
2198,233154
2199,233159
2200,233171
2201,233187
2202,233192
2203,233196
2204,234001
2205,234404
2206,234407
2207,234408
2208,234411
2209,234446
2210,234449
2211,234451
2212,234458
2213,234464
2214,234473
2215,234482
2216,234485
2217,234488
2218,234493
2219,236324
2220,236329
2221,236339
2222,236357
2223,236366
2224,236377
2225,236381
2226,236385
2227,236401
2228,236404
2229,236409
2230,236415
2231,236423
2232,236434
2233,236437
2234,236445
2235,236450
2236,236455
2237,236474
2238,236481
2239,236485
2240,236493
2241,236498
2242,236506
2243,236511
2244,236520
2245,236529
2246,236533
2247,236537
2248,236541
2249,236552
2250,236560
2251,236572
2252,236592
2253,236596
2254,236605
2255,236613
2256,236625
2257,236629
2258,236637
2259,236642
2260,236647
2261,236658
2262,236667
2263,236672
2264,236680
2265,236682
2266,236687
2267,236722
2268,236731
2269,236743
2270,236745
2271,236747
2272,236750
2273,236754
2274,236770
2275,236775
2276,236784
2277,236790
2278,236800
2279,236815
2280,236820
2281,237569
2282,237845
2283,240910
2284,241465
2285,241771
2286,241772
2287,241774
2288,241775
2289,241777
2290,241779
2291,241780
2292,241781
2293,241784
2294,241786
2295,241786
2296,241790
2297,241792
2298,241793
2299,241795
2300,241797
2301,241798
2302,241799
2303,241799
2304,241800
2305,241802
2306,241803
2307,241804
2308,241805
2309,241806
2310,241808
2311,241810
2312,241811
2313,241812
2314,241815
2315,241816
2316,241817
2317,241818
2318,241820
2319,241821
2320,241822
2321,241823
2322,241824
2323,241825
2324,241827
2325,241828
2326,241829
2327,241832
2328,241832
2329,241833
2330,241834
2331,241836
2332,241836
2333,241837
2334,241838
2335,241841
2336,241844
2337,241846
2338,241848
2339,241851
2340,241852
2341,241856
2342,241861
2343,241864
2344,242138
2345,242143
2346,242148
2347,242152
2348,242156
2349,242160
2350,242164
2351,242169
2352,242174
2353,242178
2354,242178
2355,242182
2356,242182
2357,242187
2358,242192
2359,242220
2360,242225
2361,242230
2362,242235
2363,242240
2364,242244
2365,242250
2366,242255
2367,242260
2368,242265
2369,245540
2370,245570
2371,245615
2372,245618
2373,245627
2374,245630
2375,245633
2376,245636
2377,245640
2378,245646
2379,245650
2380,245654
2381,245656
2382,245658
2383,245661
2384,245663
2385,245665
2386,245668
2387,245669
2388,245671
2389,245679
2390,245680
2391,245695
2392,245702
2393,245733
2394,245746
2395,245757
2396,245762
2397,245767
2398,245772
2399,245773
2400,245779
2401,245789
2402,246873
2403,246878
2404,246892
2405,246905
2406,246908
2407,246911
2408,246920
2409,246923
2410,246928
2411,246930
2412,246934
2413,246937
2414,246946
2415,246975
2416,246985
2417,246987
2418,246988
2419,246990
2420,246995
2421,246998
2422,247004
2423,247008
2424,247017
2425,247023
2426,247038
2427,247610
2428,247620
2429,247625
2430,247632
2431,247644
2432,247650
2433,247671
2434,247685
2435,247690
2436,247697
2437,247707
2438,247713
2439,247719
2440,247732
2441,247737
2442,247742
2443,247754
2444,247759
2445,247768
2446,247789
2447,247795
2448,247806
2449,247812
2450,247827
2451,247834
2452,247839
2453,247851
2454,247851
2455,247861
2456,247863
2457,247863
2458,247872
2459,247876
2460,247880
2461,247880
2462,247890
2463,247900
2464,247905
2465,247915
2466,247920
2467,247925
2468,247935
2469,247940
2470,247958
2471,247964
2472,247975
2473,247987
2474,247995
2475,248008
2476,248015
2477,248019
2478,248029
2479,250008
2480,250043
2481,250048
2482,250057
2483,250068
2484,250069
2485,250071
2486,250073
2487,250084
2488,250088
2489,252660
2490,252663
2491,252667
2492,252680
2493,252683
2494,252685
2495,252718
