Number,Latency (µs)
580,7916
581,7920
582,7922
583,7936
584,7937
585,7940
586,7947
587,7950
588,7956
589,7961
590,7971
591,7976
592,7979
593,7994
594,7999
595,8009
596,8012
597,8015
598,8029
599,8031
600,8036
601,8060
602,8069
603,8072
604,8081
605,8089
606,8096
607,8099
608,8107
609,8108
610,8115
611,8119
612,8128
613,8134
614,8138
615,8143
616,8143
617,8146
618,8152
619,8164
620,8167
621,8168
622,8181
623,8186
624,8190
625,8213
626,8219
627,8219
628,8240
629,8251
630,8257
631,8261
632,8273
633,8277
634,8299
635,8301
636,8302
637,8321
638,8327
639,8349
640,8359
641,8368
642,8389
643,8398
644,8410
645,8426
646,8447
647,8460
648,8472
649,8488
650,8491
651,8496
652,8516
653,8536
654,8558
655,8587
656,8599
657,8601
658,8606
659,8614
660,8635
661,8652
662,8652
663,8655
664,8659
665,8662
666,8665
667,8676
668,8678
669,8680
670,8680
671,8681
672,8683
673,8687
674,8689
675,8690
676,8696
677,8706
678,8713
679,8714
680,8715
681,8717
682,8722
683,8724
684,8725
685,8727
686,8730
687,8737
688,8740
689,8742
690,8742
691,8744
692,8747
693,8749
694,8750
695,8753
696,8755
697,8760
698,8761
699,8761
700,8769
701,8770
702,8771
703,8772
704,8788
705,8788
706,8791
707,8792
708,8792
709,8795
710,8795
711,8795
712,8797
713,8808
714,8810
715,8810
716,8821
717,8826
718,8830
719,8833
720,8834
721,8836
722,8836
723,8838
724,8839
725,8841
726,8841
727,8848
728,8855
729,8857
730,8859
731,8859
732,8861
733,8862
734,8865
735,8865
736,8867
737,8877
738,8880
739,8883
740,8884
741,8885
742,8885
743,8887
744,8888
745,8889
746,8890
747,8890
748,8896
749,8905
750,8906
751,8908
752,8909
753,8912
754,8914
755,8921
756,8921
757,8930
758,8934
759,8936
760,8937
761,8938
762,8939
763,8945
764,8949
765,8956
766,8956
767,8958
768,8963
769,8969
770,8969
771,8973
772,8977
773,8977
774,8989
775,8994
776,8996
777,8997
778,9003
779,9006
780,9012
781,9015
782,9018
783,9026
784,9030
785,9032
786,9035
787,9043
788,9043
789,9060
790,9062
791,9076
792,9077
793,9087
794,9092
795,9096
796,9096
797,9099
798,9102
799,9107
800,9119
801,9123
802,9125
803,9125
804,9128
805,9144
806,9147
807,9149
808,9152
809,9170
810,9171
811,9173
812,9173
813,9190
814,9191
815,9193
816,9200
817,9277
818,9301
819,9311
820,9326
821,9395
822,9486
823,9581
824,9581
825,9582
826,9586
827,9731
828,9749
829,9760
830,9767
831,9780
832,9797
833,9819
834,9838
835,9841
836,9858
837,9872
838,9890
839,9890
840,9908
841,9933
842,9963
843,9967
844,9978
845,9990
846,9991
847,10041
848,10046
849,10057
850,10085
851,10099
852,10110
853,10116
854,10125
855,10126
856,10128
857,10130
858,10130
859,10140
860,10148
861,10159
862,10159
863,10161
864,10167
865,10168
866,10171
867,10176
868,10183
869,10184
870,10190
871,10190
872,10194
873,10197
874,10203
875,10210
876,10212
877,10220
878,10223
879,10234
880,10235
881,10239
882,10242
883,10265
884,10271
885,10275
886,10279
887,10291
888,10291
889,10292
890,10293
891,10293
892,10295
893,10297
894,10297
895,10298
896,10298
897,10300
898,10307
899,10315
900,10320
901,10322
902,10322
903,10322
904,10338
905,10340
906,10345
907,10349
908,10353
909,10353
910,10354
911,10354
912,10361
913,10365
914,10367
915,10367
916,10369
917,10371
918,10374
919,10375
920,10378
921,10379
922,10381
923,10382
924,10383
925,10385
926,10387
927,10389
928,10391
929,10392
930,10394
931,10397
932,10399
933,10401
934,10402
935,10405
936,10406
937,10406
938,10408
939,10414
940,10415
941,10420
942,10426
943,10427
944,10428
945,10432
946,10434
947,10451
948,10458
949,10461
950,10463
951,10463
952,10471
953,10473
954,10475
955,10487
956,10495
957,10496
958,10499
959,10502
960,10503
961,10504
962,10504
963,10507
964,10512
965,10513
966,10513
967,10514
968,10518
969,10518
970,10520
971,10521
972,10523
973,10523
974,10523
975,10524
976,10525
977,10525
978,10529
979,10529
980,10530
981,10531
982,10532
983,10532
984,10533
985,10535
986,10535
987,10536
988,10536
989,10537
990,10542
991,10542
992,10544
993,10546
994,10553
995,10554
996,10560
997,10562
998,10567
999,10568
1000,10570
1001,10572
1002,10573
1003,10573
1004,10574
1005,10574
1006,10575
1007,10576
1008,10579
1009,10580
1010,10581
1011,10581
1012,10582
1013,10582
1014,10584
1015,10585
1016,10588
1017,10588
1018,10589
1019,10589
1020,10591
1021,10591
1022,10591
1023,10593
1024,10604
1025,10608
1026,10608
1027,10609
1028,10614
1029,10617
1030,10617
1031,10617
1032,10618
1033,10618
1034,10621
1035,10622
1036,10622
1037,10623
1038,10627
1039,10627
1040,10627
1041,10628
1042,10632
1043,10632
1044,10639
1045,10639
1046,10639
1047,10639
1048,10645
1049,10646
1050,10646
1051,10646
1052,10652
1053,10654
1054,10654
1055,10654
1056,10655
1057,10663
1058,10663
1059,10663
1060,10664
1061,10669
1062,10669
1063,10671
1064,10674
1065,10679
1066,10683
1067,10699
1068,10702
1069,10709
1070,10714
1071,10726
1072,10730
1073,10736
1074,10752
1075,10774
1076,10776
1077,10781
1078,10783
1079,10783
1080,10783
1081,10792
1082,10809
1083,10838
1084,10840
1085,10856
1086,10870
1087,10874
1088,10883
1089,10906
1090,10912
1091,10914
1092,10926
1093,10942
1094,10949
1095,10977
1096,11000
1097,11036
1098,11067
1099,11100
1100,11130
1101,11157
1102,11504
1103,11508
1104,11510
1105,11515
1106,11529
1107,11530
1108,11530
1109,11531
1110,11538
1111,11544
1112,11544
1113,11545
1114,11563
1115,11566
1116,11568
1117,11571
1118,11585
1119,11587
1120,11590
1121,11592
1122,11600
1123,11601
1124,11601
1125,11601
1126,11613
1127,11616
1128,11616
1129,11617
1130,11626
1131,11626
1132,11631
1133,11634
1134,11650
1135,11651
1136,11652
1137,11652
1138,11695
1139,11851
1140,11858
1141,11896
1142,11905
1143,11918
1144,11924
1145,11927
1146,11938
1147,11969
1148,11970
1149,11994
1150,12060
1151,12085
1152,12398
1153,12527
1154,12545
1155,12549
1156,12554
1157,12567
1158,12587
1159,12594
1160,12602
1161,12608
1162,12615
1163,12638
1164,12639
1165,12667
1166,12670
1167,12693
1168,12698
1169,12700
1170,12707
1171,12711
1172,12711
1173,12720
1174,12727
1175,12731
1176,12734
1177,12743
1178,12755
1179,12761
1180,12763
1181,12765
1182,12768
1183,12772
1184,12773
1185,12784
1186,12785
1187,12786
1188,12789
1189,12810
1190,12812
1191,12820
1192,12824
1193,12827
1194,12830
1195,12831
1196,12834
1197,12843
1198,12844
1199,12846
1200,12864
1201,12866
1202,12868
1203,12874
1204,12900
1205,12906
1206,12914
1207,12923
1208,12982
1209,13179
1210,13202
1211,13277
1212,13322
1213,13354
1214,13365
1215,13380
1216,13391
1217,13445
1218,13463
1219,13645
1220,13650
1221,13661
1222,13674
1223,13676
1224,13678
1225,13678
1226,13691
1227,13697
1228,13701
1229,13707
1230,13727
1231,13728
1232,13729
1233,13733
1234,13743
1235,13745
1236,13747
1237,13748
1238,13760
1239,13761
1240,13761
1241,13762
1242,13772
1243,13774
1244,13775
1245,13776
1246,13786
1247,13786
1248,13788
1249,13789
1250,13799
1251,13801
1252,13805
1253,13884
1254,13908
1255,13917
1256,13949
1257,13962
1258,13983
1259,14059
1260,14074
1261,14098
1262,14119
1263,14125
1264,14138
1265,14142
1266,14144
1267,14147
1268,14147
1269,14149
1270,14150
1271,14151
1272,14152
1273,14159
1274,14160
1275,14163
1276,14168
1277,14175
1278,14177
1279,14180
1280,14183
1281,14184
1282,14187
1283,14192
1284,14196
1285,14208
1286,14211
1287,14213
1288,14216
1289,14222
1290,14230
1291,14230
1292,14231
1293,14232
1294,14234
1295,14237
1296,14237
1297,14243
1298,14243
1299,14245
1300,14245
1301,14246
1302,14257
1303,14257
1304,14262
1305,14265
1306,14265
1307,14265
1308,14265
1309,14265
1310,14266
1311,14270
1312,14274
1313,14274
1314,14281
1315,14282
1316,14283
1317,14283
1318,14285
1319,14294
1320,14299
1321,14302
1322,14303
1323,14303
1324,14305
1325,14309
1326,14311
1327,14311
1328,14311
1329,14312
1330,14319
1331,14328
1332,14330
1333,14333
1334,14336
1335,14336
1336,14337
1337,14338
1338,14338
1339,14346
1340,14346
1341,14346
1342,14354
1343,14355
1344,14356
1345,14602
1346,14620
1347,14630
1348,14649
1349,14670
1350,14671
1351,14690
1352,14714
1353,14746
1354,14766
1355,14787
1356,14806
1357,14829
1358,14849
1359,14862
1360,14866
1361,14876
1362,14896
1363,14907
1364,14928
1365,14944
1366,14958
1367,14970
1368,14976
1369,14988
1370,14999
1371,15012
1372,15018
1373,15031
1374,15046
1375,15058
1376,15059
1377,15116
1378,15154
1379,15195
1380,15237
1381,15250
1382,15260
1383,15270
1384,15273
1385,15278
1386,15283
1387,15292
1388,15295
1389,15299
1390,15302
1391,15307
1392,15325
1393,15325
1394,15328
1395,15332
1396,15336
1397,15338
1398,15347
1399,15354
1400,15357
1401,15360
1402,15363
1403,15366
1404,15369
1405,15375
1406,15377
1407,15378
1408,15386
1409,15390
1410,15391
1411,15393
1412,15397
1413,15402
1414,15416
1415,15422
1416,15424
1417,15426
1418,15426
1419,15433
1420,15444
1421,15444
1422,15452
1423,15461
1424,15463
1425,15471
1426,15479
1427,15483
1428,15486
1429,15498
1430,15505
1431,15521
1432,15524
1433,15526
1434,15529
1435,15533
1436,15533
1437,15535
1438,15548
1439,15549
1440,15553
1441,15557
1442,15559
1443,15560
1444,15565
1445,15584
1446,15584
1447,15587
1448,15589
1449,15593
1450,15595
1451,15597
1452,15610
1453,15619
1454,15620
1455,15621
1456,15636
1457,15639
1458,15639
1459,15639
1460,15640
1461,15641
1462,15644
1463,15645
1464,15646
1465,15646
1466,15646
1467,15647
1468,15648
1469,15649
1470,15650
1471,15654
1472,15655
1473,15657
1474,15658
1475,15660
1476,15660
1477,15670
1478,15671
1479,15673
1480,15702
1481,15719
1482,15728
1483,15755
1484,15776
1485,15785
1486,15797
1487,15818
1488,15837
1489,15854
1490,15882
1491,15930
1492,16049
1493,16054
1494,16078
1495,16078
1496,16081
1497,16082
1498,16084
1499,16086
1500,16086
1501,16087
1502,16088
1503,16094
1504,16094
1505,16097
1506,16101
1507,16106
1508,16107
1509,16110
1510,16118
1511,16123
1512,16124
1513,16127
1514,16128
1515,16128
1516,16129
1517,16129
1518,16149
1519,16150
1520,16151
1521,16152
1522,16156
1523,16173
1524,16201
1525,16202
1526,16203
1527,16203
1528,16277
1529,16280
1530,16299
1531,16300
1532,16301
1533,16301
1534,16301
1535,16302
1536,16303
1537,16306
1538,16311
1539,16319
1540,16319
1541,16320
1542,16320
1543,16337
1544,16342
1545,16342
1546,16344
1547,16344
1548,16346
1549,16358
1550,16359
1551,16359
1552,16362
1553,16362
1554,16363
1555,16363
1556,16364
1557,16364
1558,16364
1559,16371
1560,16378
1561,16381
1562,16383
1563,16385
1564,16385
1565,16386
1566,16386
1567,16386
1568,16386
1569,16387
1570,16387
1571,16412
1572,16420
1573,16421
1574,16421
1575,16427
1576,16431
1577,16431
1578,16432
1579,16433
1580,16444
1581,16447
1582,16448
1583,16453
1584,16453
1585,16454
1586,16455
1587,16455
1588,16475
1589,16477
1590,16481
1591,16482
1592,16483
1593,16484
1594,16486
1595,16487
1596,16488
1597,16488
1598,16491
1599,16495
1600,16496
1601,16496
1602,16499
1603,16499
1604,16500
1605,16501
1606,16502
1607,16522
1608,16523
1609,16528
1610,16535
1611,16573
1612,16579
1613,16581
1614,16582
1615,16584
1616,16589
1617,16593
1618,16597
1619,16601
1620,16625
1621,16625
1622,16697
1623,16699
1624,16714
1625,16715
1626,16718
1627,16720
1628,16727
1629,16728
1630,16728
1631,16729
1632,16730
1633,16731
1634,16731
1635,16731
1636,16732
1637,16734
1638,16734
1639,16735
1640,16735
1641,16736
1642,16743
1643,16743
1644,16743
1645,16745
1646,16746
1647,16746
1648,16747
1649,16747
1650,16752
1651,16763
1652,16770
1653,16770
1654,16773
1655,16780
1656,16788
1657,16800
1658,17447
1659,17969
1660,18417
1661,18773
1662,18805
1663,19027
1664,19039
1665,19040
1666,19044
1667,19058
1668,19058
1669,19066
1670,19068
1671,19068
1672,19087
1673,19088
1674,19091
1675,19093
1676,19097
1677,19112
1678,19114
1679,19123
1680,19126
1681,19128
1682,19130
1683,19130
1684,19131
1685,19133
1686,19135
1687,19144
1688,19147
1689,19148
1690,19149
1691,19151
1692,19163
1693,19173
1694,19176
1695,19178
1696,19178
1697,19181
1698,19181
1699,19182
1700,19183
1701,19193
1702,19194
1703,19199
1704,19204
1705,19204
1706,19207
1707,19208
1708,19228
1709,19249
1710,19255
1711,19258
1712,19260
1713,19261
1714,19262
1715,19262
1716,19263
1717,19266
1718,19266
1719,19267
1720,19267
1721,19267
1722,19268
1723,19268
1724,19269
1725,19269
1726,19270
1727,19270
1728,19270
1729,19270
1730,19270
1731,19271
1732,19272
1733,19273
1734,19275
1735,19275
1736,19281
1737,19284
1738,19284
1739,19287
1740,19290
1741,19293
1742,19293
1743,19295
1744,19297
1745,19307
1746,19334
1747,19371
1748,19402
1749,19436
1750,19486
1751,19515
1752,19545
1753,19577
1754,19605
1755,19620
1756,19628
1757,19634
1758,19636
1759,19638
1760,19639
1761,19644
1762,19660
1763,19663
1764,19666
1765,19668
1766,19669
1767,19674
1768,19677
1769,19677
1770,19678
1771,19679
1772,19679
1773,19681
1774,19681
1775,19682
1776,19682
1777,19682
1778,19684
1779,19684
1780,19684
1781,19698
1782,19698
1783,19698
1784,19699
1785,19699
1786,19699
1787,19701
1788,19702
1789,19702
1790,19703
1791,19704
1792,19704
1793,19704
1794,19704
1795,19705
1796,19706
1797,19706
1798,19707
1799,19723
1800,19738
1801,19739
1802,19757
1803,19778
1804,19794
1805,19797
1806,19820
1807,19828
1808,19860
1809,19876
1810,19891
1811,19894
1812,19913
1813,19914
1814,19934
1815,19952
1816,19975
1817,20007
1818,20039
1819,20076
1820,20115
1821,20152
1822,20179
1823,20217
1824,20257
1825,20278
1826,20311
1827,20324
1828,25558
1829,25585
1830,25586
1831,25586
1832,25589
1833,25593
1834,25607
1835,25610
1836,25613
1837,25614
1838,25624
1839,25627
1840,25627
1841,25629
1842,25649
1843,25657
1844,25670
1845,25677
1846,25684
1847,25720
1848,25721
1849,25724
1850,25735
1851,25740
1852,25751
1853,25752
1854,25755
1855,25764
1856,25766
1857,25766
1858,25767
1859,25776
1860,25778
1861,25808
1862,25810
1863,25811
1864,25811
1865,25812
1866,25813
1867,25818
1868,25820
1869,25822
1870,25824
1871,25840
1872,25842
1873,25875
1874,25893
1875,25895
1876,25899
1877,25902
1878,25903
1879,25904
1880,25906
1881,25906
1882,25907
1883,25908
1884,25908
1885,25911
1886,25911
1887,25918
1888,25923
1889,25924
1890,25924
1891,25925
1892,26570
1893,26585
1894,26586
1895,26588
1896,26590
1897,26606
1898,26650
1899,26653
1900,26655
1901,26669
1902,26671
1903,26672
1904,26675
1905,26692
1906,26695
1907,26697
1908,26699
1909,26712
1910,26717
1911,26721
1912,26734
1913,26735
1914,26736
1915,26738
1916,26738
1917,26739
1918,26739
1919,26740
1920,26743
1921,26743
1922,26744
1923,26744
1924,26750
1925,26755
1926,26757
1927,26757
1928,26764
1929,26764
1930,26764
1931,26764
1932,26775
1933,26776
1934,26777
1935,26777
1936,26784
1937,26784
1938,26785
1939,26786
1940,26805
1941,26809
1942,26933
1943,30609
1944,30853
1945,30859
1946,30885
1947,30908
1948,30922
1949,30926
1950,30938
1951,30940
1952,30959
1953,30971
1954,30976
1955,30991
1956,31012
1957,31029
1958,31041
1959,31050
1960,31056
1961,31233
1962,31249
1963,31251
1964,31309
1965,31325
1966,31336
1967,31352
1968,31366
1969,31390
1970,31404
1971,31811
1972,33220
1973,33949
1974,33981
1975,33989
1976,34019
1977,34048
1978,34067
1979,34072
1980,34129
1981,34162
1982,34217
1983,34286
1984,34295
1985,34314
1986,34317
1987,34338
1988,34363
1989,34447
1990,34463
1991,34483
1992,34493
1993,34504
1994,34511
1995,34518
1996,34520
1997,34532
1998,34578
1999,34688
