Number,Latency (µs)
1313,151874
1314,151879
1315,151885
1316,151892
1317,151898
1318,151904
1319,151920
1320,152557
1321,152607
1322,152632
1323,152637
1324,152640
1325,152646
1326,152653
1327,152715
1328,152771
1329,152775
1330,152780
1331,152797
1332,152805
1333,152832
1334,152874
1335,152886
1336,152919
1337,152933
1338,152941
1339,152953
1340,152963
1341,152974
1342,152985
1343,152997
1344,153020
1345,153044
1346,153075
1347,153081
1348,153093
1349,153191
1350,153206
1351,153251
1352,153257
1353,153325
1354,153360
1355,153366
1356,153370
1357,153375
1358,153380
1359,153381
1360,153385
1361,153390
1362,153396
1363,153401
1364,153406
1365,153412
1366,153414
1367,153420
1368,153516
1369,153518
1370,153521
1371,153526
1372,153531
1373,153536
1374,153541
1375,153546
1376,153549
1377,153552
1378,153571
1379,153601
1380,153696
1381,153769
1382,153858
1383,153923
1384,153947
1385,153997
1386,154018
1387,154022
1388,154032
1389,154037
1390,154041
1391,154042
1392,154056
1393,154138
1394,154146
1395,154156
1396,154164
1397,154166
1398,154637
1399,154642
1400,154647
1401,154653
1402,154658
1403,154664
1404,154668
1405,154674
1406,154678
1407,154682
1408,154688
1409,154693
1410,154700
1411,154705
1412,154714
1413,155743
1414,155749
1415,156594
1416,156598
1417,156605
1418,156613
1419,157897
1420,157903
1421,157910
1422,157918
1423,157924
1424,157929
1425,157935
1426,157940
1427,157948
1428,157954
1429,157958
1430,157962
1431,158939
1432,158942
1433,158945
1434,158952
1435,158957
1436,158961
1437,158965
1438,158971
1439,158976
1440,158981
1441,158985
1442,158988
1443,158993
1444,158998
1445,159005
1446,160144
1447,160150
1448,160155
1449,160158
1450,160163
1451,160169
1452,160174
1453,160179
1454,160185
1455,160190
1456,160211
1457,160218
1458,160883
1459,160897
1460,160942
1461,160946
1462,160952
1463,160957
1464,160963
1465,160968
1466,160973
1467,160977
1468,160980
1469,160986
1470,160987
1471,160991
1472,160993
1473,160996
1474,160999
1475,161002
1476,161008
1477,161009
1478,161015
1479,161015
1480,161021
1481,161021
1482,161026
1483,161028
1484,161034
1485,161040
1486,161046
1487,161053
1488,161059
1489,161068
1490,161079
1491,161086
1492,161102
1493,161115
1494,161121
1495,161127
1496,161133
1497,161140
1498,161294
1499,161302
1500,161309
1501,161460
1502,161466
1503,161473
1504,162316
1505,162322
1506,162329
1507,162335
1508,162341
1509,162347
1510,162352
1511,162360
1512,162367
1513,162373
1514,162379
1515,162384
1516,162390
1517,162395
1518,162400
1519,162406
1520,162413
1521,162415
1522,162420
1523,162423
1524,162426
1525,162428
1526,162431
1527,162436
1528,162455
1529,162460
1530,162573
1531,164017
1532,164019
1533,164036
1534,164067
1535,164173
1536,164173
1537,164176
1538,164182
1539,164185
1540,164658
1541,164663
1542,164664
1543,164664
1544,164664
1545,164664
1546,164664
1547,164664
1548,164667
1549,164667
1550,164668
1551,164668
1552,164668
1553,164668
1554,164669
1555,164670
1556,164671
1557,164672
1558,164672
1559,164673
1560,164673
1561,164673
1562,164674
1563,164674
1564,164674
1565,164676
1566,164676
1567,164676
1568,164676
1569,164676
1570,164676
1571,164676
1572,164676
1573,164676
1574,164677
1575,166845
1576,168329
1577,168397
1578,168402
1579,168407
1580,168412
1581,168416
1582,168420
1583,168426
1584,168430
1585,168432
1586,168441
1587,168497
1588,168511
1589,168532
1590,168533
1591,168539
1592,168665
1593,168679
1594,169718
1595,170336
1596,170338
1597,170349
1598,171449
1599,172830
1600,172871
1601,174979
1602,174985
1603,174990
1604,174995
1605,174997
1606,175002
1607,175004
1608,175008
1609,175008
1610,175011
1611,175013
1612,175018
1613,175039
1614,175043
1615,175049
1616,175052
1617,175873
1618,175977
1619,176729
1620,177139
1621,177540
1622,177559
1623,178247
1624,178251
1625,178261
1626,178273
1627,178276
1628,178443
1629,178444
1630,182074
1631,182079
1632,182079
1633,182082
1634,182083
1635,182086
1636,182089
1637,182094
1638,182100
1639,182580
1640,182584
1641,182587
1642,182587
1643,182589
1644,182591
1645,182592
1646,182594
1647,184742
1648,186027
1649,186028
1650,186030
1651,186031
1652,186034
1653,186038
1654,186043
1655,186045
1656,186046
1657,186048
1658,186049
1659,186053
1660,186057
1661,186059
1662,186061
1663,186063
1664,186064
1665,186065
1666,186068
1667,186069
1668,186071
1669,186072
1670,186076
1671,186077
1672,186080
1673,186080
1674,186082
1675,186082
1676,186085
1677,186087
1678,186090
1679,186091
1680,186093
1681,186096
1682,186105
1683,186107
1684,186108
1685,186110
1686,186112
1687,186114
1688,186116
1689,186118
1690,186118
1691,186121
1692,186125
1693,186125
1694,186128
1695,186132
1696,186137
1697,186144
1698,186148
1699,186153
1700,186160
1701,186166
1702,186699
1703,189462
1704,189466
1705,189470
1706,189475
1707,189476
1708,189481
1709,189485
1710,189486
1711,189489
1712,189497
1713,189502
1714,189968
1715,189976
1716,189981
1717,189988
1718,190113
1719,190118
1720,190252
1721,190257
1722,190262
1723,190267
1724,190272
1725,190279
1726,190286
1727,190291
1728,190292
1729,190298
1730,190303
1731,190308
1732,190313
1733,190314
1734,190321
1735,190326
1736,190332
1737,190338
1738,190343
1739,190351
1740,191391
1741,191396
1742,191399
1743,191557
1744,191578
1745,191583
1746,191591
1747,191596
1748,191597
1749,191611
1750,193789
1751,193794
1752,193798
1753,193804
1754,193810
1755,193816
1756,193821
1757,193828
1758,193840
1759,193844
1760,193855
1761,193857
1762,193861
1763,193867
1764,193873
1765,193880
1766,193885
1767,193885
1768,193890
1769,193893
1770,193902
1771,193907
1772,193911
1773,193917
1774,193919
1775,193923
1776,193931
1777,193935
1778,193941
1779,193948
1780,193954
1781,193960
1782,193966
1783,193972
1784,193981
1785,193986
1786,193991
1787,193997
1788,194006
1789,195414
1790,195931
1791,195935
1792,195943
1793,195944
1794,195949
1795,195949
1796,195951
1797,195956
1798,195959
1799,195964
1800,195969
1801,195974
1802,195980
1803,195983
1804,195983
1805,195989
1806,196014
1807,196036
1808,196085
1809,196088
1810,196093
1811,196103
1812,196108
1813,196110
1814,196116
1815,196121
1816,196124
1817,196130
1818,196135
1819,196140
1820,196142
1821,196151
1822,196162
1823,196168
1824,196177
1825,196191
1826,196192
1827,196198
1828,196203
1829,196211
1830,196361
1831,196367
1832,196518
1833,196523
1834,196526
1835,196534
1836,197363
1837,197367
1838,197370
1839,197371
1840,197373
1841,197375
1842,197379
1843,197382
1844,197389
1845,197389
1846,197395
1847,197397
1848,197398
1849,197403
1850,197407
1851,197409
1852,197413
1853,197417
1854,197417
1855,197418
1856,197419
1857,197421
1858,197422
1859,197426
1860,197436
1861,197445
1862,199007
1863,199016
1864,199024
1865,199035
1866,199043
1867,199048
1868,199058
1869,199063
1870,199068
1871,199074
1872,199079
1873,199091
1874,199094
1875,199096
1876,199097
1877,199097
1878,199100
1879,199104
1880,199106
1881,199108
1882,199108
1883,199111
1884,199111
1885,199112
1886,199115
1887,199118
1888,199120
1889,199120
1890,199122
1891,199123
1892,199127
1893,199129
1894,199130
1895,199132
1896,199135
1897,199137
1898,199138
1899,199142
1900,199145
1901,199145
1902,199146
1903,199147
1904,199152
1905,199157
1906,199158
1907,199159
1908,199161
1909,199164
1910,199164
1911,199165
1912,199170
1913,199172
1914,199174
1915,199178
1916,199181
1917,199185
1918,199188
1919,199188
1920,199190
1921,199191
1922,199191
1923,199192
1924,199193
1925,199195
1926,199199
1927,199200
1928,199201
1929,199203
1930,199204
1931,199205
1932,200574
1933,200580
1934,200584
1935,200590
1936,200595
1937,200602
1938,201313
1939,201321
1940,201331
1941,201345
1942,203103
1943,203165
1944,203168
1945,203170
1946,203173
1947,203175
1948,203176
1949,203178
1950,203181
1951,203187
1952,203192
1953,203196
1954,203203
1955,203206
1956,203211
1957,203228
1958,203237
1959,203241
1960,203248
1961,203254
1962,203259
1963,203265
1964,203271
1965,203277
1966,203281
1967,203281
1968,203287
1969,203291
1970,203376
1971,203382
1972,203484
1973,203498
1974,203504
1975,203513
1976,203566
1977,203571
1978,203577
1979,203593
1980,203597
1981,203603
1982,203607
1983,203610
1984,203611
1985,203615
1986,203622
1987,203629
1988,203635
1989,203643
1990,203655
1991,203665
1992,203692
1993,203709
1994,205065
1995,205070
1996,205075
1997,206005
1998,206009
1999,206010
2000,206014
2001,206019
2002,206024
2003,206027
2004,206031
2005,206031
2006,206037
2007,206041
2008,206046
2009,206050
2010,206056
2011,206057
2012,206082
2013,206088
2014,206093
2015,206099
2016,206102
2017,206106
2018,206111
2019,206114
2020,206115
2021,206121
2022,206126
2023,206131
2024,207669
2025,209472
2026,209479
2027,209566
2028,209571
2029,209572
2030,209579
2031,209585
2032,209591
2033,209595
2034,209602
2035,209607
2036,209608
2037,209613
2038,209618
2039,209626
2040,209633
2041,209640
2042,210849
2043,211048
2044,211709
2045,213215
2046,213226
2047,213227
2048,213231
2049,217918
2050,217918
2051,217919
2052,217919
2053,217919
2054,217920
2055,217921
2056,217923
2057,217926
2058,217927
2059,217930
2060,217933
2061,217936
2062,217938
2063,217939
2064,217941
2065,217943
2066,217943
2067,217944
2068,217945
2069,217949
2070,217954
2071,217959
2072,217966
2073,217975
2074,219584
2075,219599
2076,219599
2077,219599
2078,219601
2079,219602
2080,219602
2081,219602
2082,219602
2083,219603
2084,219603
2085,219603
2086,219603
2087,219603
2088,219604
2089,219604
2090,219604
2091,219604
2092,219604
2093,219604
2094,219604
2095,219604
2096,219604
2097,219604
2098,219605
2099,219605
2100,219605
2101,219605
2102,219605
2103,219605
2104,219606
2105,219606
2106,219606
2107,219606
2108,219607
2109,219607
2110,219607
2111,219607
2112,221135
2113,221425
2114,224080
2115,224339
2116,224362
2117,224362
2118,224366
2119,224371
2120,224376
2121,224381
2122,224387
2123,224391
2124,224397
2125,224402
2126,224407
2127,224412
2128,224423
2129,224518
2130,224523
2131,224526
2132,224530
2133,224536
2134,224541
2135,224546
2136,224550
2137,224556
2138,224582
2139,224587
2140,224592
2141,224598
2142,224612
2143,224719
2144,224722
2145,224750
2146,224754
2147,224758
2148,224770
2149,224775
2150,224786
2151,224792
2152,224797
2153,224807
2154,224950
2155,224959
2156,225361
2157,225366
2158,225372
2159,225373
2160,225376
2161,225382
2162,225388
2163,225392
2164,225397
2165,225403
2166,225408
2167,225414
2168,225416
2169,225422
2170,225432
2171,225437
2172,225443
2173,225453
2174,225454
2175,225459
2176,225459
2177,225462
2178,225465
2179,225469
2180,225477
2181,225505
2182,225516
2183,225519
2184,225523
2185,225529
2186,226015
2187,226018
2188,226382
2189,226385
2190,226391
2191,226443
2192,226447
2193,226451
2194,226456
2195,226457
2196,226463
2197,226467
2198,226472
2199,226477
2200,226483
2201,226489
2202,226489
2203,226492
2204,226494
2205,226499
2206,226501
2207,226504
2208,226508
2209,226510
2210,226515
2211,226517
2212,226582
2213,226633
2214,226638
2215,226650
2216,226660
2217,226686
2218,226697
2219,226745
2220,226754
2221,226785
2222,226797
2223,226805
2224,226818
2225,226828
2226,226839
2227,226851
2228,226865
2229,226897
2230,226911
2231,226940
2232,227020
2233,227063
2234,227196
2235,227279
2236,227406
2237,227465
2238,227484
2239,227516
2240,227565
2241,227577
2242,227581
2243,227587
2244,227596
2245,227598
2246,227601
2247,227626
2248,227657
2249,227662
2250,227668
2251,227673
2252,227677
2253,227678
2254,227683
2255,227690
2256,227694
2257,227699
2258,227704
2259,227748
2260,227836
2261,227951
2262,227961
2263,227969
2264,227979
2265,227990
2266,227991
2267,229366
2268,229479
2269,229483
2270,229489
2271,229491
2272,229501
2273,229504
2274,229507
2275,229507
2276,229507
2277,229507
2278,229507
2279,229507
2280,229507
2281,229507
2282,229508
2283,229508
2284,229508
2285,229509
2286,229509
2287,229510
2288,229513
2289,229516
2290,229518
2291,229519
2292,229520
2293,229523
2294,229528
2295,229535
2296,229538
2297,229539
2298,229542
2299,229544
2300,229553
2301,229557
2302,229563
2303,229570
2304,229603
2305,229610
2306,229615
2307,229616
2308,229620
2309,229621
2310,229622
2311,229623
2312,229626
2313,229631
2314,229640
2315,229643
2316,229649
2317,229653
2318,229674
2319,229675
2320,229684
2321,229686
2322,229687
2323,229691
2324,229695
2325,229697
2326,229699
2327,229703
2328,229744
2329,230863
2330,230881
2331,230916
2332,230925
2333,230928
2334,230936
2335,230943
2336,231004
2337,231013
2338,231041
2339,231053
2340,231058
2341,231063
2342,231073
2343,231152
2344,231158
2345,231176
2346,231179
2347,231181
2348,231183
2349,231186
2350,231194
2351,231204
2352,231225
2353,231232
2354,231264
2355,231272
2356,231274
2357,231276
2358,231279
2359,231280
2360,231281
2361,231283
2362,231285
2363,231299
2364,233769
2365,233780
2366,237575
2367,237587
2368,237593
2369,237620
2370,237726
2371,237729
2372,247496
2373,249213
2374,249221
2375,249228
2376,249232
2377,249233
2378,249240
2379,249244
2380,249244
2381,249249
2382,249256
2383,249265
2384,249268
2385,249279
2386,249287
2387,249291
2388,249304
2389,249308
2390,254754
2391,254764
2392,254769
2393,254774
2394,254782
2395,254787
2396,254824
2397,254830
2398,254861
2399,254873
2400,254878
2401,254882
2402,254893
2403,254898
2404,254904
2405,254912
2406,254918
2407,254940
2408,254950
2409,254958
2410,254987
2411,254994
2412,254994
2413,254996
2414,254999
2415,255000
2416,255000
2417,255003
2418,255003
2419,255004
2420,255009
2421,255009
2422,255011
2423,255013
2424,255016
2425,255026
2426,255031
2427,255037
2428,255039
2429,255042
2430,255044
2431,255051
2432,255051
2433,255054
2434,255064
2435,255065
2436,255078
2437,255081
2438,255082
2439,255084
2440,255091
2441,255096
2442,255099
2443,255104
2444,255109
2445,255120
2446,255126
2447,255139
2448,255143
2449,255145
2450,255149
2451,255155
2452,255157
2453,255161
2454,255161
2455,255166
2456,255172
2457,255174
2458,255178
2459,255179
2460,255190
2461,255194
2462,255197
2463,255197
2464,255199
2465,255199
2466,255205
2467,255207
2468,255209
2469,255210
2470,255210
2471,255213
2472,255215
2473,255221
2474,255222
2475,255226
2476,255231
2477,255233
2478,255235
2479,255239
2480,255245
2481,255248
2482,255253
2483,255254
2484,255258
2485,255261
2486,255266
2487,255267
2488,255271
2489,255278
2490,255283
2491,255283
2492,255287
2493,255322
2494,255350
2495,255354
